"TOA5","TS-SW","CR1000","93112","CR1000.Std.32.03","CPU:JacksonLaneV2.CR1","20188","Table2"
"TIMESTAMP","RECORD","BattV_Min"
"TS","RN","Volts"
"","","Min"
"2022-07-23 00:00:00",239,12.68
"2022-07-24 00:00:00",240,12.63
"2022-07-25 00:00:00",241,12.6
"2022-07-26 00:00:00",242,12.56
"2022-07-27 00:00:00",243,12.53
"2022-07-28 00:00:00",244,12.52
"2022-07-29 00:00:00",245,12.5
"2022-07-30 00:00:00",246,12.48
"2022-07-31 00:00:00",247,12.46
"2022-08-01 00:00:00",248,12.44
"2022-08-02 00:00:00",249,12.43
"2022-08-03 00:00:00",250,12.41
"2022-08-04 00:00:00",251,12.4
"2022-08-05 00:00:00",252,12.39
"2022-08-06 00:00:00",253,12.37
"2022-08-07 00:00:00",254,12.36
"2022-08-08 00:00:00",255,12.35
"2022-08-09 00:00:00",256,12.34
"2022-08-10 00:00:00",257,12.33
"2022-08-11 00:00:00",258,12.31
"2022-08-12 00:00:00",259,12.29
"2022-08-13 00:00:00",260,12.28
"2022-08-14 00:00:00",261,12.25
"2022-08-15 00:00:00",262,12.24
"2022-08-16 00:00:00",263,12.24
"2022-08-17 00:00:00",264,12.22
"2022-08-18 00:00:00",265,12.21
"2022-08-19 00:00:00",266,12.19
"2022-08-20 00:00:00",267,12.19
"2022-08-21 00:00:00",268,12.18
"2022-08-22 00:00:00",269,12.17
"2022-08-23 00:00:00",270,12.16
"2022-08-24 00:00:00",271,12.14
"2022-08-25 00:00:00",272,12.13
"2022-08-26 00:00:00",273,12.12
"2022-08-27 00:00:00",274,12.11
"2022-08-28 00:00:00",275,12.1
"2022-08-29 00:00:00",276,12.09
"2022-08-30 00:00:00",277,12.08
"2022-08-31 00:00:00",278,12.06
"2022-09-01 00:00:00",279,12.04
"2022-09-02 00:00:00",280,12.02
"2022-09-03 00:00:00",281,12.01
"2022-09-04 00:00:00",282,12
"2022-09-05 00:00:00",283,11.99
"2022-09-06 00:00:00",284,11.98
"2022-09-07 00:00:00",285,11.96
"2022-09-08 00:00:00",286,11.94
"2022-09-09 00:00:00",287,11.93
"2022-09-10 00:00:00",288,11.91
"2022-09-11 00:00:00",289,11.89
"2022-09-12 00:00:00",290,11.89
"2022-09-13 00:00:00",291,11.89
"2022-09-14 00:00:00",292,11.86
"2022-09-15 00:00:00",293,11.84
"2022-09-16 00:00:00",294,11.83
