TOA5	CR1000	CR1000	93112	CR1000.Std.32.03	CPU:JacksonLaneV2.CR1	20188	Table1	
TIMESTAMP	RECORD	BattV	PTemp_C	GP_CO2Conc	GP_CO2HiConc	GP_Temp		
TS	RN	Volts	Deg C	ppm CO2	ppm CO2	Deg C		
		Smp	Smp	Smp	Smp	Smp		
9/15/2021 14:30	0	12.91	31.51	3893.85	3964.1	28.594		
9/15/2021 15:00	1	12.89	31.47	5194.76	5221.77	29.039		
9/15/2021 15:30	2	12.88	31.02	6332.41	6229.21	29.231		
9/15/2021 16:00	3	12.87	30.46	7899.58	7467.45	29.312		
9/15/2021 16:30	4	12.87	30.4	9349.58	8460.78	29.082		
9/15/2021 17:00	5	12.86	29.85	0	9153.09	28.976		
9/15/2021 17:30	6	12.85	29.32	0	10082.79	29.163		
9/15/2021 18:00	7	12.84	28.89	0	11607.38	29.152		
9/15/2021 18:30	8	12.84	28.53	0	12680.57	29.168		
9/15/2021 19:00	9	12.83	28.14	0	13305.04	29.163		
9/15/2021 19:30	10	12.82	27.66	0	13677.49	29.131		
9/15/2021 20:00	11	12.81	27.15	0	13980	29.064		
9/15/2021 20:30	12	12.81	26.68	0	14229.19	28.983		
9/15/2021 21:00	13	12.8	26.25	0	14245.2	28.895		
9/15/2021 21:30	14	12.79	25.92	0	13915.14	28.811		
9/15/2021 22:00	15	12.78	25.67	0	13941.85	28.728		
9/15/2021 22:30	16	12.78	25.46	0	13359.93	28.64		
9/15/2021 23:00	17	12.78	25.28	0	12594.19	28.567		
9/15/2021 23:30	18	12.78	25.13	0	11581.93	28.506		
9/16/2021 0:00	19	12.77	24.98	0	10646.04	28.447		
9/16/2021 0:30	20	12.76	24.87	0	10082.04	28.389		
9/16/2021 1:00	21	12.77	24.75	0	9448.59	28.335		
9/16/2021 1:30	22	12.76	24.63	9935.98	8822.79	28.294		
9/16/2021 2:00	23	12.76	24.57	9241.82	8391.72	28.263		
9/16/2021 2:30	24	12.76	24.57	9396.83	8490.69	28.243		
9/16/2021 3:00	25	12.76	24.51	9378.12	8478.83	28.211		
9/16/2021 3:30	26	12.76	24.39	9914.81	8810.1	28.167		
9/16/2021 4:00	27	12.75	24.25	9855.03	8774.13	28.119		
9/16/2021 4:30	28	12.74	24.13	0	8881	28.068		
9/16/2021 5:00	29	12.75	24.01	9575.01	8602.54	28.018		
9/16/2021 5:30	30	12.75	23.93	9016.75	8245.2	27.986		
9/16/2021 6:00	31	12.74	23.81	8661.13	8006.76	27.941		
9/16/2021 6:30	32	12.74	23.7	8140.16	7641.95	27.891		
9/16/2021 7:00	33	12.74	23.61	7904.77	7470.97	27.841		
9/16/2021 7:30	34	12.74	23.5	7810.02	7401.05	27.797		
9/16/2021 8:00	35	12.74	23.44	7583.98	7231.71	27.77		
9/16/2021 8:30	36	12.73	23.47	7399.56	7090.91	27.773		
9/16/2021 9:00	37	12.73	23.58	7262.85	6984.97	27.793		
9/16/2021 9:30	38	12.74	23.9	7265.14	6986.77	27.832		
9/16/2021 10:00	39	12.74	24.16	7468.85	7144.1	27.866		
9/16/2021 10:30	40	12.73	24.48	8405.55	7830.11	27.937		
9/16/2021 11:00	41	12.73	24.87	9701.18	8680.48	28.022		
9/16/2021 11:30	42	12.74	25.22	0	9689.23	28.116		
9/16/2021 12:00	43	12.73	25.58	0	10752.61	28.234		
9/16/2021 12:30	44	12.73	25.98	0	11463.53	28.389		
9/16/2021 13:00	45	12.73	26.28	0	12083.84	28.522		
9/16/2021 13:30	46	12.73	26.65	0	12841.11	28.692		
9/16/2021 14:00	47	12.73	26.78	0	13290.63	28.839		
9/16/2021 14:30	48	12.73	27.09	0	13326.34	29.013		
9/16/2021 15:00	49	12.73	27.21	0	13213.3	29.122		
9/16/2021 15:30	50	12.73	27.06	0	13260.46	29.189		
9/16/2021 16:00	51	12.73	26.84	0	13384.07	29.23		
9/16/2021 16:30	52	12.73	26.59	0	13342.8	29.244		
9/16/2021 17:00	53	12.73	26.41	0	13278.22	29.243		
9/16/2021 17:30	54	12.72	26.19	0	13502.03	29.224		
9/16/2021 18:00	55	12.73	25.95	0	13748.36	29.202		
9/16/2021 18:30	56	12.73	25.58	0	13921.82	29.165		
9/16/2021 19:00	57	12.72	25.13	0	13437.35	29.055		
9/16/2021 19:30	58	12.72	24.63	0	12902.92	28.935		
9/16/2021 20:00	59	12.73	24.25	0	11877.23	28.792		
9/16/2021 20:30	60	12.72	23.99	0	11055.48	28.671		
9/16/2021 21:00	61	12.72	23.81	0	10385.42	28.591		
9/16/2021 21:30	62	12.72	23.75	0	10101.7	28.518		
9/16/2021 22:00	63	12.72	23.67	0	9828.66	28.445		
9/16/2021 22:30	64	12.72	23.55	0	9626.15	28.35		
9/16/2021 23:00	65	12.72	23.41	0	9410.87	28.275		
9/16/2021 23:30	66	12.72	23.32	0	9336.32	28.215		
9/17/2021 0:00	67	12.72	23.24	0	9018.09	28.149		
9/17/2021 0:30	68	12.72	23.15	9875.66	8786.56	28.089		
9/17/2021 1:00	69	12.71	23.1	9585.18	8608.86	28.032		
9/17/2021 1:30	70	12.71	23.07	9351.96	8462.22	27.981		
9/17/2021 2:00	71	12.72	23.01	9224.62	8380.65	27.943		
9/17/2021 2:30	72	12.72	22.98	9077.56	8285.12	27.9		
9/17/2021 3:00	73	12.71	22.95	8934.79	8191	27.864		
9/17/2021 3:30	74	12.71	22.9	8742	8061.73	27.825		
9/17/2021 4:00	75	12.71	22.87	8613.9	7974.46	27.779		
9/17/2021 4:30	76	12.71	22.81	8430.31	7847.42	27.733		
9/17/2021 5:00	77	12.71	22.75	8301.66	7757.04	27.685		
9/17/2021 5:30	78	12.71	22.7	8180.9	7671.15	27.655		
9/17/2021 6:00	79	12.71	22.67	8111.97	7621.67	27.619		
9/17/2021 6:30	80	12.71	22.64	8027.61	7560.68	27.595		
9/17/2021 7:00	81	12.71	22.61	7993.88	7536.15	27.559		
9/17/2021 7:30	82	12.7	22.59	7886.93	7457.85	27.529		
9/17/2021 8:00	83	12.7	22.59	7813.95	7403.96	27.523		
9/17/2021 8:30	84	12.71	22.61	7803.08	7395.92	27.529		
9/17/2021 9:00	85	12.71	22.7	7849.51	7430.26	27.555		
9/17/2021 9:30	86	12.69	22.81	7866.46	7442.77	27.597		
9/17/2021 10:00	87	12.69	22.92	7907.81	7473.19	27.624		
9/17/2021 10:30	88	12.71	23.04	7996.97	7538.39	27.658		
9/17/2021 11:00	89	12.7	23.18	8082.13	7600.15	27.697		
9/17/2021 11:30	90	12.7	23.35	8190.82	7678.24	27.754		
9/17/2021 12:00	91	12.69	23.47	8319.22	7769.43	27.817		
9/17/2021 12:30	92	12.69	23.72	8360.75	7798.69	27.92		
9/17/2021 13:00	93	12.7	23.93	8448.11	7859.84	27.997		
9/17/2021 13:30	94	12.7	24.07	8754.94	8070.48	28.06		
9/17/2021 14:00	95	12.69	24.22	9292.23	8424.08	28.154		
9/17/2021 14:30	96	12.69	24.22	9957.39	8835.6	28.244		
9/17/2021 15:00	97	12.7	24.36	0	9192.18	28.328		
9/17/2021 15:30	98	12.7	24.51	0	9598.05	28.459		
9/17/2021 16:00	99	12.69	24.63	0	9837.25	28.538		
9/17/2021 16:30	100	12.69	24.72	0	10082.15	28.595		
9/17/2021 17:00	101	12.7	24.72	0	10326.27	28.615		
9/17/2021 17:30	102	12.7	24.66	0	10698.61	28.613		
9/17/2021 18:00	103	12.69	24.57	0	11148.99	28.615		
9/17/2021 18:30	104	12.69	24.45	0	11708.15	28.598		
9/17/2021 19:00	105	12.69	24.22	0	12191.26	28.559		
9/17/2021 19:30	106	12.69	23.96	0	12236.89	28.488		
9/17/2021 20:00	107	12.69	23.67	0	12150.19	28.38		
9/17/2021 20:30	108	12.69	23.41	0	11780.42	28.264		
9/17/2021 21:00	109	12.69	23.15	0	10645.42	28.133		
9/17/2021 21:30	110	12.69	22.95	0	9763.76	28.011		
9/17/2021 22:00	111	12.69	22.75	0	9326.79	27.905		
9/17/2021 22:30	112	12.68	22.61	0	9086.7	27.796		
9/17/2021 23:00	113	12.68	22.47	0	9058.29	27.703		
9/17/2021 23:30	114	12.69	22.31	0	8984.08	27.614		
9/18/2021 0:00	115	12.69	22.14	9946.5	8829.23	27.53		
9/18/2021 0:30	116	12.68	21.95	9798.65	8740.12	27.451		
9/18/2021 1:00	117	12.68	21.78	9655.57	8652.57	27.363		
9/18/2021 1:30	118	12.69	21.67	9519.28	8567.93	27.3		
9/18/2021 2:00	119	12.68	21.62	9487.94	8548.31	27.253		
9/18/2021 2:30	120	12.68	21.62	9361.49	8468.44	27.21		
9/18/2021 3:00	121	12.68	21.62	9346.2	8458.73	27.166		
9/18/2021 3:30	122	12.68	21.51	9258.93	8402.92	27.102		
9/18/2021 4:00	123	12.68	21.42	9170.95	8346.15	27.043		
9/18/2021 4:30	124	12.68	21.31	9045.54	8264.32	26.989		
9/18/2021 5:00	125	12.67	21.23	8924.96	8184.68	26.931		
9/18/2021 5:30	126	12.67	21.15	8866.68	8145.82	26.88		
9/18/2021 6:00	127	12.68	21.12	8843.26	8130.17	26.839		
9/18/2021 6:30	128	12.68	21.07	8788.09	8093.09	26.792		
9/18/2021 7:00	129	12.67	20.99	8776.15	8085.06	26.742		
9/18/2021 7:30	130	12.67	20.93	8768.82	8080.13	26.701		
9/18/2021 8:00	131	12.67	20.91	8799	8100.49	26.678		
9/18/2021 8:30	132	12.67	20.99	9063.65	8276.33	26.678		
9/18/2021 9:00	133	12.67	21.12	9295.92	8426.8	26.711		
9/18/2021 9:30	134	12.67	21.4	9416.8	8503.68	26.764		
9/18/2021 10:00	135	12.67	21.67	9447.23	8522.88	26.804		
9/18/2021 10:30	136	12.67	22.03	9446.86	8522.61	26.87		
9/18/2021 11:00	137	12.67	22.5	9529.59	8574.5	26.976		
9/18/2021 11:30	138	12.67	23.07	9778.54	8728.03	27.082		
9/18/2021 12:00	139	12.67	23.5	9834.13	8761.72	27.229		
9/18/2021 12:30	140	12.67	23.87	9974.57	8846.03	27.421		
9/18/2021 13:00	141	12.67	24.16	0	9018.29	27.602		
9/18/2021 13:30	142	12.67	24.51	0	9275.76	27.771		
9/18/2021 14:00	143	12.67	24.75	0	9556.73	28.005		
9/18/2021 14:30	144	12.68	25.16	0	9974.98	28.241		
9/18/2021 15:00	145	12.67	25.46	0	10893.07	28.415		
9/18/2021 15:30	146	12.67	25.64	0	11694.29	28.514		
9/18/2021 16:00	147	12.67	25.76	0	12029.29	28.639		
9/18/2021 16:30	148	12.68	25.85	0	12488.96	28.702		
9/18/2021 17:00	149	12.68	25.79	0	12624.15	28.745		
9/18/2021 17:30	150	12.67	25.67	0	12593.38	28.768		
9/18/2021 18:00	151	12.67	25.49	0	12775.83	28.769		
9/18/2021 18:30	152	12.67	25.28	0	12823.39	28.747		
9/18/2021 19:00	153	12.67	25.04	0	12954.9	28.725		
9/18/2021 19:30	154	12.67	24.75	0	13009.92	28.662		
9/18/2021 20:00	155	12.67	24.39	0	12728.42	28.583		
9/18/2021 20:30	156	12.67	24.07	0	12384.29	28.486		
9/18/2021 21:00	157	12.67	23.78	0	12296.65	28.367		
9/18/2021 21:30	158	12.67	23.5	0	11475.87	28.241		
9/18/2021 22:00	159	12.67	23.27	0	10502.66	28.121		
9/18/2021 22:30	160	12.66	23.04	0	9861.29	27.996		
9/18/2021 23:00	161	12.67	22.81	0	9439.99	27.876		
9/18/2021 23:30	162	12.67	22.61	0	9206.63	27.767		
9/19/2021 0:00	163	12.66	22.42	0	9007.26	27.661		
9/19/2021 0:30	164	12.66	22.28	0	8868.95	27.571		
9/19/2021 1:00	165	12.67	22.11	0	8938.57	27.477		
9/19/2021 1:30	166	12.67	21.97	9883.85	8791.67	27.394		
9/19/2021 2:00	167	12.66	21.84	9938.24	8824.35	27.321		
9/19/2021 2:30	168	12.66	21.7	9938.64	8824.62	27.234		
9/19/2021 3:00	169	12.66	21.53	9963.7	8839.65	27.157		
9/19/2021 3:30	170	12.66	21.42	0	8875.83	27.087		
9/19/2021 4:00	171	12.66	21.34	0	8891.92	27.019		
9/19/2021 4:30	172	12.65	21.23	0	8893.94	26.952		
9/19/2021 5:00	173	12.66	21.12	9976.62	8847.49	26.883		
9/19/2021 5:30	174	12.66	21.02	0	8863.19	26.82		
9/19/2021 6:00	175	12.66	20.88	0	8868.51	26.755		
9/19/2021 6:30	176	12.65	20.74	0	8997.3	26.684		
9/19/2021 7:00	177	12.65	20.61	0	9143.76	26.626		
9/19/2021 7:30	178	12.66	20.48	0	9253.85	26.559		
9/19/2021 8:00	179	12.65	20.42	0	9355.79	26.508		
9/19/2021 8:30	180	12.65	20.4	0	9425.8	26.463		
9/19/2021 9:00	181	12.65	20.42	0	9906	26.434		
9/19/2021 9:30	182	12.65	20.53	0	10477.97	26.404		
9/19/2021 10:00	183	12.65	20.72	0	10694.42	26.433		
9/19/2021 10:30	184	12.65	20.96	0	10813.52	26.442		
9/19/2021 11:00	185	12.65	21.29	0	10913.79	26.456		
9/19/2021 11:30	186	12.65	21.86	0	11259.13	26.577		
9/19/2021 12:00	187	12.65	22.45	0	11368.51	26.683		
9/19/2021 12:30	188	12.65	22.73	0	11366.71	26.859		
9/19/2021 13:00	189	12.65	22.98	0	12252	27.08		
9/19/2021 13:30	190	12.65	23.21	0	11962.02	27.333		
9/19/2021 14:00	191	12.65	23.44	0	12325.68	27.614		
9/19/2021 14:30	192	12.65	23.84	0	13273.13	27.83		
9/19/2021 15:00	193	12.65	24.13	0	14176.7	27.962		
9/19/2021 15:30	194	12.65	24.33	0	15491.41	28.011		
9/19/2021 16:00	195	12.65	24.3	0	16203.73	28.032		
9/19/2021 16:30	196	12.65	24.19	0	16001.5	28.023		
9/19/2021 17:00	197	12.65	24.04	0	15529.59	27.971		
9/19/2021 17:30	198	12.65	23.84	0	14782.86	27.904		
9/19/2021 18:00	199	12.65	23.55	0	14056.98	27.785		
9/19/2021 18:30	200	12.65	23.21	0	13494.97	27.613		
9/19/2021 19:00	201	12.65	22.75	0	13078.16	27.42		
9/19/2021 19:30	202	12.65	22.22	0	12758.5	27.211		
9/19/2021 20:00	203	12.65	21.62	0	12511.16	27.016		
9/19/2021 20:30	204	12.65	21.07	0	12408.46	26.851		
9/19/2021 21:00	205	12.64	20.66	0	12341.06	26.713		
9/19/2021 21:30	206	12.64	20.29	0	12360.33	26.586		
9/19/2021 22:00	207	12.63	19.94	0	12491.06	26.473		
9/19/2021 22:30	208	12.65	19.55	0	12789.6	26.361		
9/19/2021 23:00	209	12.64	19.21	0	13092.94	26.251		
9/19/2021 23:30	210	12.64	18.87	0	13500.3	26.154		
9/20/2021 0:00	211	12.64	18.61	0	14085.08	26.055		
9/20/2021 0:30	212	12.64	18.33	0	14949.46	25.96		
9/20/2021 1:00	213	12.64	18.1	0	16622.48	25.882		
9/20/2021 1:30	214	12.63	17.84	0	18003.77	25.78		
9/20/2021 2:00	215	12.63	17.59	0	18744.41	25.676		
9/20/2021 2:30	216	12.63	17.36	0	19025.1	25.561		
9/20/2021 3:00	217	12.63	17.14	0	18885.81	25.461		
9/20/2021 3:30	218	12.63	16.91	0	18619.42	25.365		
9/20/2021 4:00	219	12.63	16.71	0	18446.65	25.255		
9/20/2021 4:30	220	12.63	16.51	0	18582.25	25.138		
9/20/2021 5:00	221	12.63	16.34	0	18840.67	25.036		
9/20/2021 5:30	222	12.63	16.17	0	19211.62	24.949		
9/20/2021 6:00	223	12.62	16	0	19300.98	24.856		
9/20/2021 6:30	224	12.62	15.82	0	19235.69	24.738		
9/20/2021 7:00	225	12.63	15.65	0	19213.86	24.641		
9/20/2021 7:30	226	12.62	15.58	0	19168.13	24.554		
9/20/2021 8:00	227	12.62	15.58	0	19134.03	24.481		
9/20/2021 8:30	228	12.62	15.75	0	19217.55	24.432		
9/20/2021 9:00	229	12.62	16.07	0	19294.64	24.409		
9/20/2021 9:30	230	12.62	16.56	0	19295.84	24.397		
9/20/2021 10:00	231	12.62	17.26	0	19355.1	24.44		
9/20/2021 10:30	232	12.62	18.05	0	19455.77	24.511		
9/20/2021 11:00	233	12.62	18.89	0	19461.57	24.615		
9/20/2021 11:30	234	12.62	19.94	0	19540.79	24.739		
9/20/2021 12:00	235	12.62	20.85	0	19652.88	24.947		
9/20/2021 12:30	236	12.62	21.15	0	19919.56	25.134		
9/20/2021 13:00	237	12.62	21.45	0	20029.38	25.39		
9/20/2021 13:30	238	12.62	21.75	0	20320.27	25.707		
9/20/2021 14:00	239	12.62	21.97	0	20716.17	26.016		
9/20/2021 14:30	240	12.62	22.14	0	21001.9	26.071		
9/20/2021 15:00	241	12.62	22.33	0	21215.18	26.261		
9/20/2021 15:30	242	12.63	22.39	0	21403.84	26.342		
9/20/2021 16:00	243	12.63	22.39	0	21392.17	26.359		
9/20/2021 16:30	244	12.62	22.31	0	21284.56	26.361		
9/20/2021 17:00	245	12.62	22.17	0	21258.13	26.369		
9/20/2021 17:30	246	12.63	22.03	0	20869.82	26.308		
9/20/2021 18:00	247	12.63	21.84	0	20531.66	26.226		
9/20/2021 18:30	248	12.62	21.59	0	20619.29	26.139		
9/20/2021 19:00	249	12.62	21.31	0	20097.25	26.001		
9/20/2021 19:30	250	12.62	20.96	0	18188.26	25.817		
9/20/2021 20:00	251	12.63	20.48	0	16661.26	25.629		
9/20/2021 20:30	252	12.62	20	0	15894.03	25.446		
9/20/2021 21:00	253	12.62	19.49	0	15318.12	25.276		
9/20/2021 21:30	254	12.62	19.13	0	15024.91	25.127		
9/20/2021 22:00	255	12.63	18.77	0	14823.92	25.007		
9/20/2021 22:30	256	12.63	18.48	0	14799.85	24.899		
9/20/2021 23:00	257	12.62	18.23	0	14940.94	24.788		
9/20/2021 23:30	258	12.62	18.02	0	14983.83	24.706		
9/21/2021 0:00	259	12.62	17.84	0	15152.7	24.631		
9/21/2021 0:30	260	12.62	17.66	0	15476.58	24.553		
9/21/2021 1:00	261	12.62	17.49	0	15746.03	24.492		
9/21/2021 1:30	262	12.62	17.36	0	16103.66	24.433		
9/21/2021 2:00	263	12.62	17.24	0	16443.2	24.388		
9/21/2021 2:30	264	12.62	17.19	0	16734.15	24.347		
9/21/2021 3:00	265	12.62	17.19	0	17245.42	24.324		
9/21/2021 3:30	266	12.61	17.16	0	17946.68	24.264		
9/21/2021 4:00	267	12.61	17.11	0	18166.26	24.208		
9/21/2021 4:30	268	12.62	17.11	0	18300.27	24.163		
9/21/2021 5:00	269	12.62	17.11	0	18410.87	24.128		
9/21/2021 5:30	270	12.61	17.16	0	18485.38	24.093		
9/21/2021 6:00	271	12.61	17.16	0	18538.87	24.055		
9/21/2021 6:30	272	12.61	17.19	0	18474.85	24.014		
9/21/2021 7:00	273	12.61	17.19	0	18431.4	23.983		
9/21/2021 7:30	274	12.61	17.21	0	18352.63	23.951		
9/21/2021 8:00	275	12.61	17.29	0	18296.9	23.934		
9/21/2021 8:30	276	12.61	17.41	0	18225.62	23.931		
9/21/2021 9:00	277	12.61	17.72	0	18231.57	23.964		
9/21/2021 9:30	278	12.61	18.17	0	18399.58	23.997		
9/21/2021 10:00	279	12.61	18.71	0	18551.16	24.054		
9/21/2021 10:30	280	12.6	19.31	0	18690.7	24.119		
9/21/2021 11:00	281	12.61	20.02	0	18755.99	24.237		
9/21/2021 11:30	282	12.61	20.99	0	18819.33	24.376		
9/21/2021 12:00	283	12.61	21.89	0	18955.8	24.591		
9/21/2021 12:30	284	12.61	22.53	0	19087.55	24.866		
9/21/2021 13:00	285	12.61	23.07	0	19306.07	25.221		
9/21/2021 13:30	286	12.61	23.38	0	19530.11	25.511		
9/21/2021 14:00	287	12.61	23.55	0	19637.14	25.73		
9/21/2021 14:30	288	12.61	23.9	0	19748.54	26.02		
9/21/2021 15:00	289	12.62	24.19	0	19887.03	26.238		
9/21/2021 15:30	290	12.62	24.22	0	20002.05	26.36		
9/21/2021 16:00	291	12.62	24.13	0	20123.25	26.44		
9/21/2021 16:30	292	12.61	24.01	0	20210.91	26.5		
9/21/2021 17:00	293	12.61	23.87	0	20251.37	26.533		
9/21/2021 17:30	294	12.62	23.67	0	20316.63	26.543		
9/21/2021 18:00	295	12.62	23.5	0	20210.26	26.519		
9/21/2021 18:30	296	12.61	23.24	0	20212.49	26.494		
9/21/2021 19:00	297	12.61	22.95	0	20212.29	26.44		
9/21/2021 19:30	298	12.62	22.64	0	19958.46	26.382		
9/21/2021 20:00	299	12.62	22.39	0	19017.69	26.308		
9/21/2021 20:30	300	12.61	22.17	0	18310.65	26.234		
9/21/2021 21:00	301	12.61	21.95	0	17778.03	26.162		
9/21/2021 21:30	302	12.61	21.75	0	16467.6	26.084		
9/21/2021 22:00	303	12.61	21.51	0	14646.92	25.974		
9/21/2021 22:30	304	12.61	21.29	0	13147.33	25.863		
9/21/2021 23:00	305	12.61	21.07	0	11507.59	25.76		
9/21/2021 23:30	306	12.6	20.91	0	10480.96	25.666		
9/22/2021 0:00	307	12.61	20.8	0	9572.27	25.584		
9/22/2021 0:30	308	12.61	20.72	0	9093.42	25.515		
9/22/2021 1:00	309	12.61	20.64	9794.18	8738.65	25.456		
9/22/2021 1:30	310	12.61	20.58	9312.78	8438.45	25.407		
9/22/2021 2:00	311	12.61	20.56	8853.93	8138.13	25.361		
9/22/2021 2:30	312	12.61	20.53	8607.64	7971.13	25.32		
9/22/2021 3:00	313	12.6	20.53	8479.94	7882.95	25.287		
9/22/2021 3:30	314	12.6	20.53	8298.22	7755.49	25.267		
9/22/2021 4:00	315	12.61	20.53	8397.1	7825.16	25.237		
9/22/2021 4:30	316	12.61	20.53	8411.19	7835.02	25.211		
9/22/2021 5:00	317	12.6	20.53	8515.4	7907.62	25.187		
9/22/2021 5:30	318	12.6	20.53	8751.51	8069.33	25.174		
9/22/2021 6:00	319	12.61	20.56	8979.88	8222.14	25.162		
9/22/2021 6:30	320	12.61	20.58	9276.53	8415.46	25.139		
9/22/2021 7:00	321	12.61	20.58	9900.44	8803.27	25.119		
9/22/2021 7:30	322	12.6	20.58	0	9122.76	25.124		
9/22/2021 8:00	323	12.6	20.64	0	9382.25	25.131		
9/22/2021 8:30	324	12.6	20.8	0	9621.89	25.17		
9/22/2021 9:00	325	12.6	21.1	0	9825.54	25.231		
9/22/2021 9:30	326	12.6	21.53	0	9995.63	25.311		
9/22/2021 10:00	327	12.6	22	0	10116.4	25.405		
9/22/2021 10:30	328	12.61	22.59	0	10184.1	25.523		
9/22/2021 11:00	329	12.61	23.24	0	10332.32	25.686		
9/22/2021 11:30	330	12.6	24.13	0	10393.41	25.863		
9/22/2021 12:00	331	12.6	24.92	0	10397.47	26.134		
9/22/2021 12:30	332	12.61	25.31	0	10498.45	26.377		
9/22/2021 13:00	333	12.61	25.67	0	10638.82	26.631		
9/22/2021 13:30	334	12.6	25.92	0	10816.74	26.915		
9/22/2021 14:00	335	12.6	26.07	0	10925.37	27.047		
9/22/2021 14:30	336	12.6	26.07	0	11736.56	27.185		
9/22/2021 15:00	337	12.61	26.04	0	12742.06	27.306		
9/22/2021 15:30	338	12.61	26.07	0	13311.21	27.438		
9/22/2021 16:00	339	12.61	26.07	0	13609.17	27.55		
9/22/2021 16:30	340	12.6	25.98	0	13929.45	27.645		
9/22/2021 17:00	341	12.61	25.95	0	14135.49	27.723		
9/22/2021 17:30	342	12.61	25.95	0	14336.11	27.759		
9/22/2021 18:00	343	12.61	25.89	0	14752.58	27.77		
9/22/2021 18:30	344	12.6	25.7	0	14714.79	27.749		
9/22/2021 19:00	345	12.61	25.4	0	14771.13	27.715		
9/22/2021 19:30	346	12.61	25.1	0	14928.41	27.658		
9/22/2021 20:00	347	12.6	24.84	0	15011.29	27.605		
9/22/2021 20:30	348	12.6	24.63	0	15050.83	27.547		
9/22/2021 21:00	349	12.61	24.39	0	15011.75	27.486		
9/22/2021 21:30	350	12.61	24.16	0	14493.71	27.415		
9/22/2021 22:00	351	12.6	23.99	0	13531.82	27.36		
9/22/2021 22:30	352	12.6	23.81	0	12706.7	27.298		
9/22/2021 23:00	353	12.6	23.67	0	12021.46	27.233		
9/22/2021 23:30	354	12.6	23.55	0	11765.49	27.172		
9/23/2021 0:00	355	12.6	23.44	0	11642.02	27.121		
9/23/2021 0:30	356	12.6	23.38	0	11674.57	27.069		
9/23/2021 1:00	357	12.6	23.32	0	11202.77	27.027		
9/23/2021 1:30	358	12.6	23.27	0	10951.72	26.982		
9/23/2021 2:00	359	12.6	23.24	0	10519.4	26.951		
9/23/2021 2:30	360	12.6	23.27	0	10020.4	26.919		
9/23/2021 3:00	361	12.59	23.32	0	9238.98	26.897		
9/23/2021 3:30	362	12.6	23.35	0	9143.22	26.881		
9/23/2021 4:00	363	12.6	23.38	0	9202.15	26.869		
9/23/2021 4:30	364	12.59	23.44	0	9286.23	26.843		
9/23/2021 5:00	365	12.59	23.44	0	9326.15	26.846		
9/23/2021 5:30	366	12.6	23.47	0	9215.9	26.842		
9/23/2021 6:00	367	12.6	23.5	0	9263.09	26.835		
9/23/2021 6:30	368	12.6	23.55	0	9335.92	26.827		
9/23/2021 7:00	369	12.59	23.58	0	9433.91	26.828		
9/23/2021 7:30	370	12.58	23.67	0	9377.42	26.828		
9/23/2021 8:00	371	12.6	23.81	0	9490.45	26.858		
9/23/2021 8:30	372	12.6	23.99	0	9490.7	26.914		
9/23/2021 9:00	373	12.59	24.25	0	9235.62	27.021		
9/23/2021 9:30	374	12.59	24.48	0	9224.01	27.083		
9/23/2021 10:00	375	12.6	24.63	0	9452.07	27.167		
9/23/2021 10:30	376	12.6	24.63	0	9918.34	27.177		
9/23/2021 11:00	377	12.58	24.45	0	10536.84	27.278		
9/23/2021 11:30	378	12.58	24.01	0	10424.02	26.91		
9/23/2021 12:00	379	12.59	23.21	0	9726.91	26.791		
9/23/2021 12:30	380	12.59	22.42	0	8966.17	26.768		
9/23/2021 13:00	381	12.58	21.95	9503.1	8558.03	26.766		
9/23/2021 13:30	382	12.59	21.59	9570.16	8599.9	26.738		
9/23/2021 14:00	383	12.59	21.26	9304.93	8432.59	26.668		
9/23/2021 14:30	384	12.59	20.96	9371.18	8474.86	26.584		
9/23/2021 15:00	385	12.59	20.74	9506.95	8560.54	26.53		
9/23/2021 15:30	386	12.58	20.61	9581.72	8607.22	26.519		
9/23/2021 16:00	387	12.58	20.53	9731.13	8699.39	26.51		
9/23/2021 16:30	388	12.58	20.58	0	9225.48	26.553		
9/23/2021 17:00	389	12.59	20.58	0	9841.3	26.525		
9/23/2021 17:30	390	12.57	20.56	0	10158.7	26.483		
9/23/2021 18:00	391	12.57	20.5	0	10206.35	26.422		
9/23/2021 18:30	392	12.58	20.4	0	10493.39	26.34		
9/23/2021 19:00	393	12.58	20.24	0	11128.96	26.257		
9/23/2021 19:30	394	12.57	20.08	0	11751.91	26.178		
9/23/2021 20:00	395	12.57	19.92	0	12312.19	26.115		
9/23/2021 20:30	396	12.58	19.78	0	12615.4	26.046		
9/23/2021 21:00	397	12.58	19.65	0	12755.46	25.978		
9/23/2021 21:30	398	12.58	19.57	0	12854.6	25.911		
9/23/2021 22:00	399	12.57	19.47	0	12852.41	25.845		
9/23/2021 22:30	400	12.57	19.39	0	13038.59	25.8		
9/23/2021 23:00	401	12.58	19.28	0	13437.75	25.74		
9/23/2021 23:30	402	12.58	19.02	0	13667.81	25.665		
9/24/2021 0:00	403	12.57	18.77	0	14039.29	25.589		
9/24/2021 0:30	404	12.57	18.51	0	13992.71	25.513		
9/24/2021 1:00	405	12.58	18.3	0	13992.4	25.425		
9/24/2021 1:30	406	12.58	18.1	0	13944.22	25.343		
9/24/2021 2:00	407	12.57	17.92	0	13957.57	25.274		
9/24/2021 2:30	408	12.57	17.72	0	13937.37	25.184		
9/24/2021 3:00	409	12.57	17.44	0	13972.27	25.092		
