"TOA5","TS-SW","CR1000","93112","CR1000.Std.32.03","CPU:JacksonLaneV2.CR1","20188","Table2"
"TIMESTAMP","RECORD","BattV_Min"
"TS","RN","Volts"
"","","Min"
"2022-04-23 00:00:00",148,13.13
"2022-04-24 00:00:00",149,12.99
"2022-04-25 00:00:00",150,12.9
"2022-04-26 00:00:00",151,12.83
"2022-04-27 00:00:00",152,12.79
"2022-04-28 00:00:00",153,12.74
"2022-04-29 00:00:00",154,12.71
"2022-04-30 00:00:00",155,12.68
"2022-05-01 00:00:00",156,12.68
"2022-05-02 00:00:00",157,12.67
"2022-05-03 00:00:00",158,12.67
"2022-05-04 00:00:00",159,12.65
"2022-05-05 00:00:00",160,12.63
"2022-05-06 00:00:00",161,12.62
"2022-05-07 00:00:00",162,12.6
"2022-05-08 00:00:00",163,12.58
"2022-05-09 00:00:00",164,12.56
"2022-05-10 00:00:00",165,12.56
"2022-05-11 00:00:00",166,12.56
"2022-05-12 00:00:00",167,12.54
"2022-05-13 00:00:00",168,12.53
"2022-05-14 00:00:00",169,12.52
"2022-05-15 00:00:00",170,12.51
"2022-05-16 00:00:00",171,12.5
"2022-05-17 00:00:00",172,12.49
"2022-05-18 00:00:00",173,12.47
"2022-05-19 00:00:00",174,12.45
"2022-05-20 00:00:00",175,12.44
"2022-05-21 00:00:00",176,12.44
"2022-05-22 00:00:00",177,12.44
"2022-05-23 00:00:00",178,12.42
"2022-05-24 00:00:00",179,12.39
"2022-05-25 00:00:00",180,12.37
"2022-05-26 00:00:00",181,12.36
"2022-05-27 00:00:00",182,12.35
"2022-05-28 00:00:00",183,12.34
"2022-05-29 00:00:00",184,12.33
"2022-05-30 00:00:00",185,12.31
"2022-05-31 00:00:00",186,12.3
"2022-06-01 00:00:00",187,12.3
"2022-06-02 00:00:00",188,12.29
"2022-06-03 00:00:00",189,12.27
"2022-06-04 00:00:00",190,12.26
"2022-06-05 00:00:00",191,12.23
"2022-06-06 00:00:00",192,12.22
"2022-06-07 00:00:00",193,12.2
"2022-06-08 00:00:00",194,12.2
"2022-06-09 00:00:00",195,12.2
"2022-06-10 00:00:00",196,12.18
"2022-06-11 00:00:00",197,12.16
"2022-06-12 00:00:00",198,12.14
"2022-06-13 00:00:00",199,12.13
"2022-06-14 00:00:00",200,12.13
"2022-06-15 00:00:00",201,12.11
"2022-06-16 00:00:00",202,12.1
"2022-06-17 00:00:00",203,12.09
"2022-06-18 00:00:00",204,12.08
"2022-06-19 00:00:00",205,12.05
"2022-06-20 00:00:00",206,12.03
"2022-06-21 00:00:00",207,12.02
"2022-06-22 00:00:00",208,12.01
"2022-06-23 00:00:00",209,12.01
"2022-06-24 00:00:00",210,11.99
"2022-06-25 00:00:00",211,11.97
"2022-06-26 00:00:00",212,11.97
"2022-06-27 00:00:00",213,11.96
"2022-06-28 00:00:00",214,11.95
"2022-06-29 00:00:00",215,11.92
"2022-06-30 00:00:00",216,11.91
"2022-07-01 00:00:00",217,11.9
"2022-07-02 00:00:00",218,11.89
"2022-07-03 00:00:00",219,11.88
"2022-07-04 00:00:00",220,11.86
"2022-07-05 00:00:00",221,11.84
"2022-07-06 00:00:00",222,11.82
"2022-07-07 00:00:00",223,11.81
"2022-07-08 00:00:00",224,11.79
"2022-07-09 00:00:00",225,11.78
"2022-07-10 00:00:00",226,11.75
"2022-07-11 00:00:00",227,11.74
"2022-07-12 00:00:00",228,11.72
"2022-07-13 00:00:00",229,11.71
"2022-07-14 00:00:00",230,11.7
"2022-07-15 00:00:00",231,11.68
"2022-07-16 00:00:00",232,11.66
"2022-07-17 00:00:00",233,11.65
"2022-07-18 00:00:00",234,11.63
"2022-07-19 00:00:00",235,11.61
"2022-07-20 00:00:00",236,11.59
"2022-07-21 00:00:00",237,11.58
"2022-07-22 00:00:00",238,11.56
